first_fighter,second_fighter,result_1,result_2,date
Evan-Tanner,Phil-Baroni,Loss,Win,2004-06-20
Frank-Trigg,Dennis-Hallman,Loss,Win,2004-06-20
Trevor-Prangley,Curtis-Stout,Loss,Win,2004-06-20
Matt-Serra,Ivan-Menjivar,Win,Loss,2004-06-20
Georges-St-Pierre,Jay-Hieron,Win,Loss,2004-06-20
Randy-Couture,Vitor-Belfort,Loss,Win,2004-08-21
Chuck-Liddell,Vernon-White,Win,Loss,2004-08-21
Justin-Eilers,Mike-Kyle,Loss,Win,2004-08-21
David-Terrell,Matt-Lindland,Loss,Win,2004-08-21
Joe-Riggs,Joe-Doerksen,Loss,Win,2004-08-21
Karo-Parisyan,Nick-Diaz,Loss,Win,2004-08-21
Yves-Edwards,Josh-Thomson,Win,Loss,2004-08-21
Chris-Lytle,Ronald-Jhun,Win,Loss,2004-08-21
Tito-Ortiz,Patrick-Cote,Win,Loss,2004-10-23
Matt-Hughes,Georges-St-Pierre,Win,Loss,2004-10-23
Evan-Tanner,Robbie-Lawler,Loss,Win,2004-10-23
Frank-Trigg,Renato-Verissimo,Win,Loss,2004-10-23
Rich-Franklin,Jorge-Rivera,Loss,Win,2004-10-23
Ivan-Salaverry,Tony-Frycklund,Win,Loss,2004-10-23
Travis-Lutter,Marvin-Eastman,Loss,Win,2004-10-23
Tito-Ortiz,Vitor-Belfort,Win,Loss,2005-02-06
Andrei-Arlovski,Tim-Sylvia,Loss,Win,2005-02-06
Pete-Sell,Phil-Baroni,Loss,Win,2005-02-06
Paul-Buentello,Justin-Eilers,Loss,Win,2005-02-06
Evan-Tanner,David-Terrell,Loss,Win,2005-02-06
Mike-Kyle,James-Irvin,Win,Loss,2005-02-06
David-Loiseau,Gideon-Ray,Win,Loss,2005-02-06
Nick-Diaz,Drew-Fickett,Win,Loss,2005-02-06
Karo-Parisyan,Chris-Lytle,Win,Loss,2005-02-06
Rich-Franklin,Ken-Shamrock,Loss,Win,2005-04-09
Forrest-Griffin,Stephan-Bonnar,Win,Loss,2005-04-09
Diego-Sanchez,Kenny-Florian,Win,Loss,2005-04-09
Sam-Hoger,Bobby-Southworth,,,2005-04-09
Chris-Leben,Jason-Thacker,,,2005-04-09
Josh-Koscheck,Chris-Sanford,,,2005-04-09
Nate-Quarry,Lodune-Sincaid,Loss,Win,2005-04-09
Mike-Swick,Alex-Schoenauer,,,2005-04-09
Chuck-Liddell,Randy-Couture,Loss,Win,2005-04-17
Matt-Hughes,Frank-Trigg,Win,Loss,2005-04-17
Georges-St-Pierre,Jason-Miller,Win,Loss,2005-04-17
Matt-Lindland,Travis-Lutter,Win,Loss,2005-04-17
Renato-Sobral,Travis-Wiuff,Loss,Win,2005-04-17
Joe-Doerksen,Patrick-Cote,Loss,Win,2005-04-17
Mike-Van Arsdale,John-Marsh,Win,Loss,2005-04-17
Ivan-Salaverry,Joe-Riggs,Win,Loss,2005-04-17
Andrei-Arlovski,Justin-Eilers,Win,Loss,2005-06-05
Karo-Parisyan,Matt-Serra,,,2005-06-05
Rich-Franklin,Evan-Tanner,,,2005-06-05
Forrest-Griffin,Bill-Mahood,,,2005-06-05
Paul-Buentello,Kevin-Jordan,,,2005-06-05
Nate-Quarry,Shonie-Carter,,,2005-06-05
David-Loiseau,Charles-McCarthy,,,2005-06-05
Nick-Diaz,Koji-Oishi,,,2005-06-05
Nate-Marquardt,Ivan-Salaverry,Win,Loss,2005-08-06
Chris-Leben,Patrick-Cote,Win,Loss,2005-08-06
Stephan-Bonnar,Sam-Hoger,Win,Loss,2005-08-06
Nate-Quarry,Pete-Sell,Win,Loss,2005-08-06
Josh-Koscheck,Pete-Spratt,Win,Loss,2005-08-06
Mike-Swick,Gideon-Ray,Win,Loss,2005-08-06
Kenny-Florian,Alex-Karalexis,Win,Loss,2005-08-06
Drew-Fickett,Josh-Neer,Win,Loss,2005-08-06
Chuck-Liddell,Jeremy-Horn,Win,Loss,2005-08-21
Randy-Couture,Mike-Van Arsdale,Win,Loss,2005-08-21
Diego-Sanchez,Brian-Gassaway,Win,Loss,2005-08-21
Georges-St-Pierre,Frank-Trigg,Loss,Win,2005-08-21
Tim-Sylvia,Tra-Telligman,Win,Loss,2005-08-21
Matt-Lindland,Joe-Doerksen,Win,Loss,2005-08-21
Trevor-Prangley,Travis-Lutter,Loss,Win,2005-08-21
James-Irvin,Terry-Martin,Win,Loss,2005-08-21
David-Loiseau,Evan-Tanner,Win,Loss,2005-10-03
Chris-Leben,Edwin-Dewees,Win,Loss,2005-10-03
Brandon-Vera,Fabiano-Scherner,Win,Loss,2005-10-03
Drew-Fickett,Josh-Koscheck,Win,Loss,2005-10-03
Spencer-Fisher,Thiago-Alves,Win,Loss,2005-10-03
Jon-Fitch,Brock-Larson,Win,Loss,2005-10-03
Jonathan-Goulet,Jay-Hieron,Win,Loss,2005-10-03
Andrei-Arlovski,Paul-Buentello,Win,Loss,2005-10-08
Forrest-Griffin,Elvis-Sinosic,Win,Loss,2005-10-08
Renato-Sobral,Chael-Sonnen,Loss,Win,2005-10-08
Branden Lee-Hinkle,Sean-Gannon,Win,Loss,2005-10-08
Joe-Riggs,Chris-Lytle,Win,Loss,2005-10-08
Marcio-Cruz,Keigo-Kunihara,Loss,Win,2005-10-08
Jorge-Rivera,Dennis-Hallman,Loss,Win,2005-10-08
Kenny-Florian,Kit-Cope,Win,Loss,2005-11-05
Joe-Stevenson,Luke-Cummo,Win,Loss,2005-11-05
Rashad-Evans,Brad-Imes,Win,Loss,2005-11-05
Diego-Sanchez,Nick-Diaz,Win,Loss,2005-11-05
Keith-Jardine,Kerry-Schall,Win,Loss,2005-11-05
Melvin-Guillard,Marcus-Davis,Win,Loss,2005-11-05
Joshua-Burkman,Sammy-Morgan,Win,Loss,2005-11-05
Rich-Franklin,Nate-Quarry,Win,Loss,2005-11-20
Matt-Hughes,Joe-Riggs,Win,Loss,2005-11-20
Georges-St-Pierre,Sean-Sherk,Win,Loss,2005-11-20
Jeremy-Horn,Trevor-Prangley,Win,Loss,2005-11-20
Gabriel-Gonzaga,Kevin-Jordan,Loss,Win,2005-11-20
Sam-Hoger,Jeff-Newton,Win,Loss,2005-11-20
Nick-Thompson,Keith-Wisniewski,Win,Loss,2005-11-20
Thiago-Alves,Ansar-Chalangov,Win,Loss,2005-11-20
Tim-Sylvia,Assuerio-Silva,Win,Loss,2006-01-16
Stephan-Bonnar,James-Irvin,Win,Loss,2006-01-16
Joshua-Burkman,Drew-Fickett,Win,Loss,2006-01-16
Chris-Leben,Jorge-Rivera,Win,Loss,2006-01-16
Josh-Neer,Melvin-Guillard,Win,Loss,2006-01-16
Duane-Ludwig,Jonathan-Goulet,Win,Loss,2006-01-16
Spencer-Fisher,Aaron-Riley,Win,Loss,2006-01-16
Jason-Von Flue,Alex-Karalexis,Win,Loss,2006-01-16
Chuck-Liddell,Randy-Couture,Win,Loss,2006-02-05
Marcio-Cruz,Frank-Mir,Loss,Win,2006-02-05
Renato-Sobral,Mike-Van Arsdale,Win,Loss,2006-02-05
Brandon-Vera,Justin-Eilers,Win,Loss,2006-02-05
Joe-Riggs,Nick-Diaz,Loss,Win,2006-02-05
Alessio-Sakara,Elvis-Sinosic,Win,Loss,2006-02-05
Paul-Buentello,Gilbert-Aldana,Win,Loss,2006-02-05
Jeff-Monson,Branden Lee-Hinkle,Win,Loss,2006-02-05
Keith-Jardine,Mike-Whitehead,Win,Loss,2006-02-05
Rich-Franklin,David-Loiseau,Win,Loss,2006-03-05
Georges-St-Pierre,BJ-Penn,Win,Loss,2006-03-05
Nate-Marquardt,Joe-Doerksen,Win,Loss,2006-03-05
Mike-Swick,Steve-Vigneault,Win,Loss,2006-03-05
Mark-Hominick,Yves-Edwards,Loss,Win,2006-03-05
Jason-Lambert,Rob-MacDonald,Loss,Win,2006-03-05
Sam-Stout,Spencer-Fisher,Loss,Win,2006-03-05
Tom-Murphy,Icho-Larenas,Win,Loss,2006-03-05
Stephan-Bonnar,Keith-Jardine,Win,Loss,2006-04-06
Rashad-Evans,Sam-Hoger,Win,Loss,2006-04-06
Josh-Neer,Joe-Stevenson,Win,Loss,2006-04-06
Chris-Leben,Luigi-Fioravanti,Win,Loss,2006-04-06
Luke-Cummo,Jason-Von Flue,Win,Loss,2006-04-06
Jon-Fitch,Joshua-Burkman,Win,Loss,2006-04-06
Dan-Christison,Brad-Imes,Win,Loss,2006-04-06
Josh-Koscheck,Ansar-Chalangov,Win,Loss,2006-04-06
Chael-Sonnen,Trevor-Prangley,Win,Loss,2006-04-06
Tim-Sylvia,Andrei-Arlovski,Loss,Win,2006-04-16
Tito-Ortiz,Forrest-Griffin,Win,Loss,2006-04-16
Sean-Sherk,Nick-Diaz,Loss,Win,2006-04-16
Jeff-Monson,Marcio-Cruz,Win,Loss,2006-04-16
Evan-Tanner,Justin-Levens,Win,Loss,2006-04-16
David-Terrell,Scott-Smith,Win,Loss,2006-04-16
Karo-Parisyan,Nick-Thompson,Win,Loss,2006-04-16
Jason-Lambert,Terry-Martin,Win,Loss,2006-04-16
Thiago-Alves,Derrick-Noble,Win,Loss,2006-04-16
Matt-Hughes,Royce-Gracie,Win,Loss,2006-05-27
Dean-Lister,Alessio-Sakara,Win,Loss,2006-05-27
Diego-Sanchez,John-Alessio,Win,Loss,2006-05-27
Brandon-Vera,Assuerio-Silva,Win,Loss,2006-05-27
Mike-Swick,Joe-Riggs,Win,Loss,2006-05-27
Jeremy-Horn,Chael-Sonnen,Win,Loss,2006-05-27
Spencer-Fisher,Matt-Wiman,Win,Loss,2006-05-27
Gabriel-Gonzaga,Fabiano-Scherner,Win,Loss,2006-05-27
Melvin-Guillard,Rick-Davis,Win,Loss,2006-05-27
Kenny-Florian,Sam-Stout,Loss,Win,2006-06-24
Michael-Bisping,Josh-Haynes,Win,Loss,2006-06-24
Kendall-Grove,Ed-Herman,Win,Loss,2006-06-24
Keith-Jardine,Wilson-Gouveia,Win,Loss,2006-06-24
Rory-Singer,Ross-Pointon,Loss,Win,2006-06-24
Kalib-Starnes,Danny-Abbadi,Loss,Win,2006-06-24
Luigi-Fioravanti,Solomon-Hutcherson,Win,Loss,2006-06-24
Matt-Hamill,Jesse-Forbes,Loss,Win,2006-06-24
Mike-Nickels,Wes-Combs,Loss,Win,2006-06-24
Tim-Sylvia,Andrei-Arlovski,Win,Loss,2006-07-09
Tito-Ortiz,Ken-Shamrock,Win,Loss,2006-07-09
Frank-Mir,Dan-Christison,Loss,Win,2006-07-09
Joshua-Burkman,Josh-Neer,Win,Loss,2006-07-09
Joe-Stevenson,Yves-Edwards,Loss,Win,2006-07-09
Drew-Fickett,Kurt-Pellegrino,Win,Loss,2006-07-09
Jeff-Monson,Anthony-Perosh,Win,Loss,2006-07-09
Cheick-Kongo,Gilbert-Aldana,Loss,Win,2006-07-09
Hermes-Franca,Joe-Jordan,Win,Loss,2006-07-09
Diego-Sanchez,Karo-Parisyan,Win,Loss,2006-08-17
Chris-Leben,Jorge-Santiago,Win,Loss,2006-08-17
Dean-Lister,Yuki-Sasaki,Win,Loss,2006-08-17
Josh-Koscheck,Jonathan-Goulet,Win,Loss,2006-08-17
Martin-Kampmann,Crafton-Wallace,Win,Loss,2006-08-17
Joe-Riggs,Jason-Von Flue,Win,Loss,2006-08-17
Jake-O'Brien,Christophe-Midoux,Win,Loss,2006-08-17
Forrest-Petz,Sammy-Morgan,Win,Loss,2006-08-17
Anthony-Torres,Pat-Healy,Win,Loss,2006-08-17
Chuck-Liddell,Renato-Sobral,Win,Loss,2006-08-26
Forrest-Griffin,Stephan-Bonnar,Win,Loss,2006-08-26
Nick-Diaz,Josh-Neer,Win,Loss,2006-08-26
Cheick-Kongo,Christian-Wellisch,Win,Loss,2006-08-26
Hermes-Franca,Jamie-Varner,Win,Loss,2006-08-26
Eric-Schafer,Rob-MacDonald,Win,Loss,2006-08-26
Wilson-Gouveia,Wes-Combs,Win,Loss,2006-08-26
David-Heath,Cory-Walmsley,Win,Loss,2006-08-26
Yushin-Okami,Alan-Belcher,Win,Loss,2006-08-26
Matt-Hughes,BJ-Penn,Win,Loss,2006-09-23
Mike-Swick,David-Loiseau,Win,Loss,2006-09-23
Melvin-Guillard,Gabe-Ruediger,Win,Loss,2006-09-23
Rashad-Evans,Jason-Lambert,Win,Loss,2006-09-23
Joe-Lauzon,Jens-Pulver,Win,Loss,2006-09-23
Roger-Huerta,Jason-Dent,Win,Loss,2006-09-23
Eddie-Sanchez,Mario-Neto,Win,Loss,2006-09-23
Jorge-Gurgel,Danny-Abbadi,Win,Loss,2006-09-23
Tyson-Griffin,David-Lee,Win,Loss,2006-09-23
Tito-Ortiz,Ken-Shamrock,Win,Loss,2006-10-10
Kendall-Grove,Chris-Price,Win,Loss,2006-10-10
Jason-MacDonald,Ed-Herman,Loss,Win,2006-10-10
Matt-Hamill,Seth-Petruzelli,Loss,Win,2006-10-10
Nate-Marquardt,Crafton-Wallace,Win,Loss,2006-10-10
Tony-DeSouza,Dustin-Hazelett,Win,Loss,2006-10-10
Rory-Singer,Josh-Haynes,Win,Loss,2006-10-10
Thiago-Alves,John-Alessio,Win,Loss,2006-10-10
Marcus-Davis,Forrest-Petz,Win,Loss,2006-10-10
Anderson-Silva,Rich-Franklin,Loss,Win,2006-10-15
Sean-Sherk,Kenny-Florian,Win,Loss,2006-10-15
Jon-Fitch,Kuniyoshi-Hironaka,Win,Loss,2006-10-15
Carmelo-Marrero,Cheick-Kongo,Loss,Win,2006-10-15
Spencer-Fisher,Dan-Lauzon,Win,Loss,2006-10-15
Yushin-Okami,Kalib-Starnes,Win,Loss,2006-10-15
Clay-Guida,Justin-James,Loss,Win,2006-10-15
Kurt-Pellegrino,Junior-Assuncao,Win,Loss,2006-10-15
Matt-Serra,Chris-Lytle,Loss,Win,2006-11-11
Travis-Lutter,Patrick-Cote,Loss,Win,2006-11-11
Din-Thomas,Rich-Clementi,Loss,Win,2006-11-11
Jorge-Rivera,Edwin-Dewees,Loss,Win,2006-11-11
Pete-Spratt,Jeremy-Jackson,Loss,Win,2006-11-11
Scott-Smith,Pete-Sell,Win,Loss,2006-11-11
Charles-McCarthy,Gideon-Ray,Loss,Win,2006-11-11
Martin-Kampmann,Thales-Leites,Loss,Win,2006-11-11
Georges-St-Pierre,Matt-Hughes,Loss,Win,2006-11-19
Tim-Sylvia,Jeff-Monson,Win,Loss,2006-11-19
Brandon-Vera,Frank-Mir,Win,Loss,2006-11-19
Drew-McFedries,Alessio-Sakara,Loss,Win,2006-11-19
Joe-Stevenson,Dokonjonosuke-Mishima,Win,Loss,2006-11-19
Nick-Diaz,Gleison-Tibau,Win,Loss,2006-11-19
Antoni-Hardonk,Sherman-Pendergarst,Win,Loss,2006-11-19
Jake-O'Brien,Josh-Schockman,Win,Loss,2006-11-19
James-Irvin,Hector-Ramirez,Win,Loss,2006-11-19
Diego-Sanchez,Joe-Riggs,Win,Loss,2006-12-13
Josh-Koscheck,Jeff-Joslin,Win,Loss,2006-12-13
Karo-Parisyan,Drew-Fickett,Win,Loss,2006-12-13
Marcus-Davis,Shonie-Carter,Win,Loss,2006-12-13
David-Heath,Victor-Valimaki,Win,Loss,2006-12-13
Alan-Belcher,Jorge-Santiago,Win,Loss,2006-12-13
Luigi-Fioravanti,Dave-Menne,Win,Loss,2006-12-13
Brock-Larson,Keita-Nakamura,Win,Loss,2006-12-13
Logan-Clark,Steve-Byrnes,Win,Loss,2006-12-13
Chuck-Liddell,Tito-Ortiz,Win,Loss,2006-12-31
Keith-Jardine,Forrest-Griffin,Win,Loss,2006-12-31
Jason-MacDonald,Chris-Leben,,,2006-12-31
Andrei-Arlovski,Marcio-Cruz,,,2006-12-31
Michael-Bisping,Eric-Schafer,Loss,Win,2006-12-31
Thiago-Alves,Tony-DeSouza,Loss,Win,2006-12-31
Gabriel-Gonzaga,Carmelo-Marrero,Loss,Win,2006-12-31
Yushin-Okami,Rory-Singer,Win,Loss,2006-12-31
Christian-Wellisch,Anthony-Perosh,Loss,Win,2006-12-31
Rashad-Evans,Sean-Salmon,Win,Loss,2007-01-25
Jake-O'Brien,Heath-Herring,Win,Loss,2007-01-25
Hermes-Franca,Spencer-Fisher,Win,Loss,2007-01-25
Nate-Marquardt,Dean-Lister,Win,Loss,2007-01-25
Joshua-Burkman,Chad-Reiner,Win,Loss,2007-01-25
Ed-Herman,Chris-Price,Win,Loss,2007-01-25
Din-Thomas,Clay-Guida,Win,Loss,2007-01-25
Rich-Clementi,Ross-Pointon,Win,Loss,2007-01-25
Anderson-Silva,Travis-Lutter,Win,Loss,2007-02-04
Roger-Huerta,John-Halverson,Loss,Win,2007-02-04
Mirko-Cro Cop,Eddie-Sanchez,Win,Loss,2007-02-04
Rampage-Jackson,Marvin-Eastman,Win,Loss,2007-02-04
Patrick-Cote,Scott-Smith,Win,Loss,2007-02-04
Terry-Martin,Jorge-Rivera,Win,Loss,2007-02-04
Frankie-Edgar,Tyson-Griffin,Win,Loss,2007-02-04
Lyoto-Machida,Sam-Hoger,Loss,Win,2007-02-04
Dustin-Hazelett,Diego-Saraiva,Loss,Win,2007-02-04
Randy-Couture,Tim-Sylvia,Loss,Win,2007-03-04
Matt-Hughes,Chris-Lytle,Loss,Win,2007-03-04
Martin-Kampmann,Drew-McFedries,Loss,Win,2007-03-04
Rich-Franklin,Jason-MacDonald,Win,Loss,2007-03-04
Jason-Lambert,Renato-Sobral,Win,Loss,2007-03-04
Matt-Hamill,Rex-Holman,Loss,Win,2007-03-04
Jon-Fitch,Luigi-Fioravanti,Win,Loss,2007-03-04
Gleison-Tibau,Jason-Dent,Win,Loss,2007-03-04
Jamie-Varner,Jason-Gilliam,Loss,Win,2007-03-04
Joe-Stevenson,Melvin-Guillard,Win,Loss,2007-04-05
Justin-McCully,Antoni-Hardonk,Win,Loss,2007-04-05
Kenny-Florian,Dokonjonosuke-Mishima,Win,Loss,2007-04-05
Wilson-Gouveia,Seth-Petruzelli,,Loss,2007-04-05
Drew-Fickett,Keita-Nakamura,Win,Loss,2007-04-05
Kurt-Pellegrino,Nate-Mohr,Win,Loss,2007-04-05
Kuniyoshi-Hironaka,Forrest-Petz,Win,Loss,2007-04-05
Roan-Carneiro,Rich-Clementi,Win,Loss,2007-04-05
Thiago-Tavares,Naoyuki-Kotani,Win,Loss,2007-04-05
Matt-Serra,Georges-St-Pierre,Loss,Win,2007-04-08
Roger-Huerta,Leonard-Garcia,Win,Loss,2007-04-08
Josh-Koscheck,Diego-Sanchez,Loss,Win,2007-04-08
Yushin-Okami,Mike-Swick,Win,Loss,2007-04-08
Kendall-Grove,Alan-Belcher,Loss,Win,2007-04-08
Heath-Herring,Brad-Imes,Loss,Win,2007-04-08
Thales-Leites,Pete-Sell,Win,Loss,2007-04-08
Marcus-Davis,Pete-Spratt,Win,Loss,2007-04-08
Luke-Cummo,Josh-Haynes,Loss,Win,2007-04-08
Gabriel-Gonzaga,Mirko-Cro Cop,Loss,Win,2007-04-21
Lyoto-Machida,David-Heath,Loss,Win,2007-04-21
Michael-Bisping,Elvis-Sinosic,Win,Loss,2007-04-21
Andrei-Arlovski,Fabricio-Werdum,Win,Loss,2007-04-21
Cheick-Kongo,Assuerio-Silva,Loss,Win,2007-04-21
Terry-Etim,Matt-Grice,Loss,Win,2007-04-21
Junior-Assuncao,David-Lee,Win,Loss,2007-04-21
Alessio-Sakara,Victor-Valimaki,Loss,Win,2007-04-21
Jess-Liaudin,Dennis-Siver,Loss,Win,2007-04-21
Paul-Taylor,Edilberto-Crocota,Loss,Win,2007-04-21
Rampage-Jackson,Chuck-Liddell,Loss,Win,2007-05-27
Terry-Martin,Ivan-Salaverry,Win,Loss,2007-05-27
Karo-Parisyan,Joshua-Burkman,Loss,Win,2007-05-27
Houston-Alexander,Keith-Jardine,Win,Loss,2007-05-27
Kalib-Starnes,Chris-Leben,Win,Loss,2007-05-27
,James-Irvin,Win,Loss,2007-05-27
Alan-Belcher,Sean-Salmon,Loss,Win,2007-05-27
Din-Thomas,Jeremy-Stephens,Loss,Win,2007-05-27
Wilson-Gouveia,Carmelo-Marrero,Loss,Win,2007-05-27
Spencer-Fisher,Sam-Stout,Loss,Win,2007-06-12
Jon-Fitch,Roan-Carneiro,Loss,Win,2007-06-12
Drew-McFedries,Jordan-Radev,Loss,Win,2007-06-12
Thiago-Tavares,Jason-Black,Loss,Win,2007-06-12
Forrest-Petz,Luigi-Fioravanti,Win,Loss,2007-06-12
Tamdan-McCrory,Pete-Spratt,Win,Loss,2007-06-12
Gleison-Tibau,Jeff-Cox,Loss,Win,2007-06-12
Anthony-Johnson,Chad-Reiner,Win,Loss,2007-06-12
Nate-Mohr,Luke-Caudillo,Loss,Win,2007-06-12
Rich-Franklin,Yushin-Okami,Win,Loss,2007-06-16
Forrest-Griffin,Hector-Ramirez,Loss,Win,2007-06-16
Jason-MacDonald,Rory-Singer,Loss,Win,2007-06-16
Tyson-Griffin,Clay-Guida,Loss,Win,2007-06-16
Ed-Herman,Scott-Smith,Loss,Win,2007-06-16
Marcus-Davis,Jason-Tan,Loss,Win,2007-06-16
Eddie-Sanchez,Colin-Robinson,Win,Loss,2007-06-16
Dustin-Hazelett,Stevie-Lynch,Win,Loss,2007-06-16
BJ-Penn,Jens-Pulver,Loss,Win,2007-06-23
Nate-Diaz,Manny-Gamburyan,Loss,Win,2007-06-23
Roger-Huerta,Doug-Evans,Win,Loss,2007-06-23
Thales-Leites,Floyd-Sword,Loss,Win,2007-06-23
Joe-Lauzon,Brandon-Melendez,Loss,Win,2007-06-23
Cole-Miller,Andy-Wang,Loss,Win,2007-06-23
Gray-Maynard,Rob-Emerson,No Contest,No Contest,2007-06-23
Leonard-Garcia,Allen-Berube,Loss,Win,2007-06-23
Matt-Wiman,Brian-Geraghty,Loss,Win,2007-06-23
Anderson-Silva,Nate-Marquardt,Loss,Win,2007-07-08
Kenny-Florian,Alvin-Robinson,Loss,Win,2007-07-08
Rashad-Evans,Tito-Ortiz,Draw,Draw,2007-07-08
Sean-Sherk,Hermes-Franca,Loss,Win,2007-07-08
Minotauro-Nogueira,Heath-Herring,Loss,Win,2007-07-08
Stephan-Bonnar,Mike-Nickels,Loss,Win,2007-07-08
Jorge-Gurgel,Diego-Saraiva,Loss,Win,2007-07-08
Chris-Lytle,Jason-Gilliam,Win,Loss,2007-07-08
Frankie-Edgar,Mark-Bocek,Loss,Win,2007-07-08
Randy-Couture,Gabriel-Gonzaga,Win,Loss,2007-08-26
Roger-Huerta,Alberto-Crane,Win,Loss,2007-08-26
Georges-St-Pierre,Josh-Koscheck,Loss,Win,2007-08-26
Joe-Stevenson,Kurt-Pellegrino,Loss,Win,2007-08-26
Patrick-Cote,Kendall-Grove,Win,Loss,2007-08-26
Thales-Leites,Ryan-Jensen,Loss,Win,2007-08-26
Renato-Sobral,David-Heath,Win,Loss,2007-08-26
Frank-Mir,Antoni-Hardonk,Win,Loss,2007-08-26
Clay-Guida,Marcus-Aurelio,Win,Loss,2007-08-26
Rampage-Jackson,Dan-Henderson,Win,Loss,2007-09-08
Michael-Bisping,Matt-Hamill,Loss,Win,2007-09-08
Cheick-Kongo,Mirko-Cro Cop,Loss,Win,2007-09-08
Marcus-Davis,Paul-Taylor,Win,Loss,2007-09-08
Houston-Alexander,Alessio-Sakara,Win,Loss,2007-09-08
Gleison-Tibau,Terry-Etim,Win,Loss,2007-09-08
,Tomasz-Drwal,Loss,Win,2007-09-08
Dennis-Siver,Naoyuki-Kotani,Loss,Win,2007-09-08
Jess-Liaudin,Anthony-Torres,Loss,Win,2007-09-08
Kenny-Florian,Din-Thomas,Win,Loss,2007-09-19
Chris-Leben,Terry-Martin,Win,Loss,2007-09-19
Nate-Diaz,Junior-Assuncao,Loss,Win,2007-09-19
Nate-Quarry,Pete-Sell,Loss,Win,2007-09-19
Luke-Cummo,Edilberto-Crocota,Loss,Win,2007-09-19
Cole-Miller,Leonard-Garcia,Loss,Win,2007-09-19
Gray-Maynard,Joe-Veres,Loss,Win,2007-09-19
Thiago-Alves,Kuniyoshi-Hironaka,Loss,Win,2007-09-19
Dustin-Hazelett,Jonathan-Goulet,Win,Loss,2007-09-19
Keith-Jardine,Chuck-Liddell,Loss,Win,2007-09-23
Forrest-Griffin,Mauricio-Rua,Loss,Win,2007-09-23
Jon-Fitch,Diego-Sanchez,Win,Loss,2007-09-23
Lyoto-Machida,Kazuhiro-Nakamura,Loss,Win,2007-09-23
Tyson-Griffin,Thiago-Tavares,Loss,Win,2007-09-23
Rich-Clementi,Anthony-Johnson,Loss,Win,2007-09-23
Jeremy-Stephens,Diego-Saraiva,Loss,Win,2007-09-23
Christian-Wellisch,Scott-Junk,Loss,Win,2007-09-23
Matt-Wiman,Michihiro-Omigawa,Loss,Win,2007-09-23
Anderson-Silva,Rich-Franklin,Loss,Win,2007-10-21
Tim-Sylvia,Brandon-Vera,Win,Loss,2007-10-21
Alvin-Robinson,Jorge-Gurgel,Win,Loss,2007-10-21
Stephan-Bonnar,Eric-Schafer,Loss,Win,2007-10-21
Alan-Belcher,Kalib-Starnes,Win,Loss,2007-10-21
Yushin-Okami,Jason-MacDonald,Loss,Win,2007-10-21
Demian-Maia,Ryan-Jensen,Win,Loss,2007-10-21
Joshua-Burkman,Forrest-Petz,Win,Loss,2007-10-21
Matt-Grice,Jason-Black,Win,Loss,2007-10-21
Rashad-Evans,Michael-Bisping,Loss,Win,2007-11-18
,Houston-Alexander,Win,Loss,2007-11-18
Ed-Herman,Joe-Doerksen,Loss,Win,2007-11-18
Karo-Parisyan,Ryo-Chonan,Loss,Win,2007-11-18
Frankie-Edgar,Spencer-Fisher,Win,Loss,2007-11-18
Thiago-Alves,Chris-Lytle,Loss,Win,2007-11-18
Joe-Lauzon,Jason-Reinhardt,Loss,Win,2007-11-18
Marcus-Aurelio,Luke-Caudillo,Loss,Win,2007-11-18
Akihiro-Gono,Tamdan-McCrory,Win,ss,2007-11-18
Roger-Huerta,Clay-Guida,Win,Loss,2007-12-09
Mac-Danzig,Tommy-Speer,Loss,Win,2007-12-09
Jon-Koppenhaver,Jared-Rollins,Loss,Win,2007-12-09
George-Sotiropoulos,Billy-Miles,Loss,Win,2007-12-09
Ben-Saunders,Dan-Barrera,Win,Loss,2007-12-09
Troy-Mandaloniz,Richie-Hightower,Win,Loss,2007-12-09
Matt-Arroyo,John-Kolosci,Win,Loss,2007-12-09
Roman-Mitichyan,Dorian-Price,Win,Loss,2007-12-09
Jonathan-Goulet,Paul-Georgieff,Loss,Win,2007-12-09
Georges-St-Pierre,Matt-Hughes,Loss,Win,2007-12-30
Chuck-Liddell,Wanderlei-Silva,Win,Loss,2007-12-30
Lyoto-Machida,Rameau-Sokoudjou,Win,Loss,2007-12-30
Rich-Clementi,Melvin-Guillard,Win,Loss,2007-12-30
Eddie-Sanchez,Soa-Palelei,Loss,Win,2007-12-30
James-Irvin,Luiz-Cane,Loss,Win,2007-12-30
Manny-Gamburyan,Nate-Mohr,Loss,Win,2007-12-30
Dean-Lister,Jordan-Radev,Loss,Win,2007-12-30
Roan-Carneiro,Tony-DeSouza,Win,Loss,2007-12-30
Mark-Bocek,Doug-Evans,Win,Loss,2007-12-30
BJ-Penn,Joe-Stevenson,Win,Loss,2008-01-19
Fabricio-Werdum,Gabriel-Gonzaga,Loss,Win,2008-01-19
Marcus-Davis,Jess-Liaudin,Loss,Win,2008-01-19
Wilson-Gouveia,Jason-Lambert,Win,Loss,2008-01-19
Jorge-Rivera,Kendall-Grove,Win,Loss,2008-01-19
Antoni-Hardonk,Colin-Robinson,Win,Loss,2008-01-19
Paul-Kelly,Paul-Taylor,Win,Loss,2008-01-19
Alessio-Sakara,James-Lee,Loss,Win,2008-01-19
Sam-Stout,Per-Eklund,Loss,Win,2008-01-19
